ts_min_utc,label
2025-09-15T15:07:00Z,1
2025-09-15T15:08:00Z,1
2025-09-15T15:09:00Z,1
2025-09-15T15:10:00Z,1
2025-09-15T15:11:00Z,1
2025-09-15T15:12:00Z,1
2025-09-15T15:13:00Z,1
2025-09-15T15:14:00Z,1
2025-09-15T15:15:00Z,1
2025-09-15T15:16:00Z,1
2025-09-15T15:17:00Z,1
2025-09-15T15:18:00Z,1
